code_type,code_version,codes,Description,bill_type,cancer_type,cancer,net,newly_identified
DIAG,ICD10,S02401K,"Maxillary fracture, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02401S,"Maxillary fracture, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02402,"Zygomatic fracture, unspecified",0.0,,N,,
DIAG,ICD10,S02402A,"Zygomatic fracture, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02402B,"Zygomatic fracture, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02402D,"Zygomatic fracture, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02402G,"Zygomatic fracture, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02402K,"Zygomatic fracture, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02402S,"Zygomatic fracture, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S0240A,"Malar fracture, right side",0.0,,N,,
DIAG,ICD10,S0240AA,"Malar fracture, right side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0240AB,"Malar fracture, right side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0240AD,"Malar fracture, right side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0240AG,"Malar fracture, right side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0240AK,"Malar fracture, right side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0240AS,"Malar fracture, right side, sequela",1.0,,N,,
DIAG,ICD10,S0240B,"Malar fracture, left side",0.0,,N,,
DIAG,ICD10,S0240BA,"Malar fracture, left side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0240BB,"Malar fracture, left side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0240BD,"Malar fracture, left side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0240BG,"Malar fracture, left side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0240BK,"Malar fracture, left side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0240BS,"Malar fracture, left side, sequela",1.0,,N,,
DIAG,ICD10,S0240C,"Maxillary fracture, right side",0.0,,N,,
DIAG,ICD10,S0240CA,"Maxillary fracture, right side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0240CB,"Maxillary fracture, right side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0240CD,"Maxillary fracture, right side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0240CG,"Maxillary fracture, right side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0240CK,"Maxillary fracture, right side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0240CS,"Maxillary fracture, right side, sequela",1.0,,N,,
DIAG,ICD10,S0240D,"Maxillary fracture, left side",0.0,,N,,
DIAG,ICD10,S0240DA,"Maxillary fracture, left side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0240DB,"Maxillary fracture, left side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0240DD,"Maxillary fracture, left side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0240DG,"Maxillary fracture, left side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0240DK,"Maxillary fracture, left side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0240DS,"Maxillary fracture, left side, sequela",1.0,,N,,
DIAG,ICD10,S0240E,"Zygomatic fracture, right side",0.0,,N,,
DIAG,ICD10,S0240EA,"Zygomatic fracture, right side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0240EB,"Zygomatic fracture, right side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0240ED,"Zygomatic fracture, right side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0240EG,"Zygomatic fracture, right side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0240EK,"Zygomatic fracture, right side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0240ES,"Zygomatic fracture, right side, sequela",1.0,,N,,
DIAG,ICD10,S0240F,"Zygomatic fracture, left side",0.0,,N,,
DIAG,ICD10,S0240FA,"Zygomatic fracture, left side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0240FB,"Zygomatic fracture, left side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0240FD,"Zygomatic fracture, left side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0240FG,"Zygomatic fracture, left side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0240FK,"Zygomatic fracture, left side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0240FS,"Zygomatic fracture, left side, sequela",1.0,,N,,
DIAG,ICD10,S0241,LeFort fracture,0.0,,N,,
DIAG,ICD10,S02411,LeFort I fracture,0.0,,N,,
DIAG,ICD10,S02411A,"LeFort I fracture, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02411B,"LeFort I fracture, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02411D,"LeFort I fracture, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02411G,"LeFort I fracture, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02411K,"LeFort I fracture, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02411S,"LeFort I fracture, sequela",1.0,,N,,
DIAG,ICD10,S02412,LeFort II fracture,0.0,,N,,
DIAG,ICD10,S02412A,"LeFort II fracture, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02412B,"LeFort II fracture, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02412D,"LeFort II fracture, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02412G,"LeFort II fracture, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02412K,"LeFort II fracture, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02412S,"LeFort II fracture, sequela",1.0,,N,,
DIAG,ICD10,S02413,LeFort III fracture,0.0,,N,,
DIAG,ICD10,S02413A,"LeFort III fracture, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02413B,"LeFort III fracture, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02413D,"LeFort III fracture, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02413G,"LeFort III fracture, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02413K,"LeFort III fracture, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02413S,"LeFort III fracture, sequela",1.0,,N,,
DIAG,ICD10,S0242,Fracture of alveolus of maxilla,0.0,,N,,
DIAG,ICD10,S0242XA,"Fracture of alveolus of maxilla, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0242XB,"Fracture of alveolus of maxilla, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0242XD,"Fracture of alveolus of maxilla, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0242XG,"Fracture of alveolus of maxilla, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0242XK,"Fracture of alveolus of maxilla, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0242XS,"Fracture of alveolus of maxilla, sequela",1.0,,N,,
DIAG,ICD10,S025,Fracture of tooth (traumatic),0.0,,N,,
DIAG,ICD10,S025XXA,"Fracture of tooth (traumatic), initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S025XXB,"Fracture of tooth (traumatic), initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S025XXD,"Fracture of tooth (traumatic), subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S025XXG,"Fracture of tooth (traumatic), subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S025XXK,"Fracture of tooth (traumatic), subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S025XXS,"Fracture of tooth (traumatic), sequela",1.0,,N,,
DIAG,ICD10,S026,Fracture of mandible,0.0,,N,,
DIAG,ICD10,S0260,"Fracture of mandible, unspecified",0.0,,N,,
DIAG,ICD10,S02600,Fracture of unspecified part of body of mandible,0.0,,N,,
DIAG,ICD10,S02600A,"Fracture of unspecified part of body of mandible, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02600B,"Fracture of unspecified part of body of mandible, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02600D,"Fracture of unspecified part of body of mandible, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02600G,"Fracture of unspecified part of body of mandible, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02600K,"Fracture of unspecified part of body of mandible, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02600S,"Fracture of unspecified part of body of mandible, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02601,Fracture of unspecified part of body of right mandible,0.0,,N,,
DIAG,ICD10,S02601A,"Fracture of unspecified part of body of right mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02601B,"Fracture of unspecified part of body of right mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02601D,"Fracture of unspecified part of body of right mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02601G,"Fracture of unspecified part of body of right mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02601K,"Fracture of unspecified part of body of right mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02601S,"Fracture of unspecified part of body of right mandible, sequela",1.0,,N,,
DIAG,ICD10,S02602,Fracture of unspecified part of body of left mandible,0.0,,N,,
DIAG,ICD10,S02602A,"Fracture of unspecified part of body of left mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02602B,"Fracture of unspecified part of body of left mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02602D,"Fracture of unspecified part of body of left mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02602G,"Fracture of unspecified part of body of left mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02602K,"Fracture of unspecified part of body of left mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02602S,"Fracture of unspecified part of body of left mandible, sequela",1.0,,N,,
DIAG,ICD10,S02609,"Fracture of mandible, unspecified",0.0,,N,,
DIAG,ICD10,S02609A,"Fracture of mandible, unspecified, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02609B,"Fracture of mandible, unspecified, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02609D,"Fracture of mandible, unspecified, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02609G,"Fracture of mandible, unspecified, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02609K,"Fracture of mandible, unspecified, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02609S,"Fracture of mandible, unspecified, sequela",1.0,,N,,
DIAG,ICD10,S0261,Fracture of condylar process of mandible,0.0,,N,,
DIAG,ICD10,S02610,"Fracture of condylar process of mandible, unspecified side",0.0,,N,,
DIAG,ICD10,S02610A,"Fracture of condylar process of mandible, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02610B,"Fracture of condylar process of mandible, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02610D,"Fracture of condylar process of mandible, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02610G,"Fracture of condylar process of mandible, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02610K,"Fracture of condylar process of mandible, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02610S,"Fracture of condylar process of mandible, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02611,Fracture of condylar process of right mandible,0.0,,N,,
DIAG,ICD10,S02611A,"Fracture of condylar process of right mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02611B,"Fracture of condylar process of right mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02611D,"Fracture of condylar process of right mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02611G,"Fracture of condylar process of right mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02611K,"Fracture of condylar process of right mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02611S,"Fracture of condylar process of right mandible, sequela",1.0,,N,,
DIAG,ICD10,S02612,Fracture of condylar process of left mandible,0.0,,N,,
DIAG,ICD10,S02612A,"Fracture of condylar process of left mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02612B,"Fracture of condylar process of left mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02612D,"Fracture of condylar process of left mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02612G,"Fracture of condylar process of left mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02612K,"Fracture of condylar process of left mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02612S,"Fracture of condylar process of left mandible, sequela",1.0,,N,,
DIAG,ICD10,S0261XA,"Fracture of condylar process of mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0261XB,"Fracture of condylar process of mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0261XD,"Fracture of condylar process of mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0261XG,"Fracture of condylar process of mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0261XK,"Fracture of condylar process of mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0261XS,"Fracture of condylar process of mandible, sequela",1.0,,N,,
DIAG,ICD10,S0262,Fracture of subcondylar process of mandible,0.0,,N,,
DIAG,ICD10,S02620,"Fracture of subcondylar process of mandible, unspecified side",0.0,,N,,
DIAG,ICD10,S02620A,"Fracture of subcondylar process of mandible, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02620B,"Fracture of subcondylar process of mandible, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02620D,"Fracture of subcondylar process of mandible, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02620G,"Fracture of subcondylar process of mandible, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02620K,"Fracture of subcondylar process of mandible, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02620S,"Fracture of subcondylar process of mandible, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02621,Fracture of subcondylar process of right mandible,0.0,,N,,
DIAG,ICD10,S02621A,"Fracture of subcondylar process of right mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02621B,"Fracture of subcondylar process of right mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02621D,"Fracture of subcondylar process of right mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02621G,"Fracture of subcondylar process of right mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02621K,"Fracture of subcondylar process of right mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02621S,"Fracture of subcondylar process of right mandible, sequela",1.0,,N,,
DIAG,ICD10,S02622,Fracture of subcondylar process of left mandible,0.0,,N,,
DIAG,ICD10,S02622A,"Fracture of subcondylar process of left mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02622B,"Fracture of subcondylar process of left mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02622D,"Fracture of subcondylar process of left mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02622G,"Fracture of subcondylar process of left mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02622K,"Fracture of subcondylar process of left mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02622S,"Fracture of subcondylar process of left mandible, sequela",1.0,,N,,
DIAG,ICD10,S0262XA,"Fracture of subcondylar process of mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0262XB,"Fracture of subcondylar process of mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0262XD,"Fracture of subcondylar process of mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0262XG,"Fracture of subcondylar process of mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0262XK,"Fracture of subcondylar process of mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0262XS,"Fracture of subcondylar process of mandible, sequela",1.0,,N,,
DIAG,ICD10,S0263,Fracture of coronoid process of mandible,0.0,,N,,
DIAG,ICD10,S02630,"Fracture of coronoid process of mandible, unspecified side",0.0,,N,,
DIAG,ICD10,S02630A,"Fracture of coronoid process of mandible, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02630B,"Fracture of coronoid process of mandible, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02630D,"Fracture of coronoid process of mandible, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02630G,"Fracture of coronoid process of mandible, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02630K,"Fracture of coronoid process of mandible, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02630S,"Fracture of coronoid process of mandible, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02631,Fracture of coronoid process of right mandible,0.0,,N,,
DIAG,ICD10,S02631A,"Fracture of coronoid process of right mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02631B,"Fracture of coronoid process of right mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02631D,"Fracture of coronoid process of right mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02631G,"Fracture of coronoid process of right mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02631K,"Fracture of coronoid process of right mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02631S,"Fracture of coronoid process of right mandible, sequela",1.0,,N,,
DIAG,ICD10,S02632,Fracture of coronoid process of left mandible,0.0,,N,,
DIAG,ICD10,S02632A,"Fracture of coronoid process of left mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02632B,"Fracture of coronoid process of left mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02632D,"Fracture of coronoid process of left mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02632G,"Fracture of coronoid process of left mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02632K,"Fracture of coronoid process of left mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02632S,"Fracture of coronoid process of left mandible, sequela",1.0,,N,,
DIAG,ICD10,S0263XA,"Fracture of coronoid process of mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0263XB,"Fracture of coronoid process of mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0263XD,"Fracture of coronoid process of mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0263XG,"Fracture of coronoid process of mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0263XK,"Fracture of coronoid process of mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0263XS,"Fracture of coronoid process of mandible, sequela",1.0,,N,,
DIAG,ICD10,S0264,Fracture of ramus of mandible,0.0,,N,,
DIAG,ICD10,S02640,"Fracture of ramus of mandible, unspecified side",0.0,,N,,
DIAG,ICD10,S02640A,"Fracture of ramus of mandible, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02640B,"Fracture of ramus of mandible, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02640D,"Fracture of ramus of mandible, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02640G,"Fracture of ramus of mandible, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02640K,"Fracture of ramus of mandible, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02640S,"Fracture of ramus of mandible, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02641,Fracture of ramus of right mandible,0.0,,N,,
DIAG,ICD10,S02641A,"Fracture of ramus of right mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02641B,"Fracture of ramus of right mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02641D,"Fracture of ramus of right mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02641G,"Fracture of ramus of right mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02641K,"Fracture of ramus of right mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02641S,"Fracture of ramus of right mandible, sequela",1.0,,N,,
DIAG,ICD10,S02642,Fracture of ramus of left mandible,0.0,,N,,
DIAG,ICD10,S02642A,"Fracture of ramus of left mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02642B,"Fracture of ramus of left mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02642D,"Fracture of ramus of left mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02642G,"Fracture of ramus of left mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02642K,"Fracture of ramus of left mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02642S,"Fracture of ramus of left mandible, sequela",1.0,,N,,
DIAG,ICD10,S0264XA,"Fracture of ramus of mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0264XB,"Fracture of ramus of mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0264XD,"Fracture of ramus of mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0264XG,"Fracture of ramus of mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0264XK,"Fracture of ramus of mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0264XS,"Fracture of ramus of mandible, sequela",1.0,,N,,
DIAG,ICD10,S0265,Fracture of angle of mandible,0.0,,N,,
DIAG,ICD10,S02650,"Fracture of angle of mandible, unspecified side",0.0,,N,,
DIAG,ICD10,S02650A,"Fracture of angle of mandible, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02650B,"Fracture of angle of mandible, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02650D,"Fracture of angle of mandible, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02650G,"Fracture of angle of mandible, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02650K,"Fracture of angle of mandible, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02650S,"Fracture of angle of mandible, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02651,Fracture of angle of right mandible,0.0,,N,,
DIAG,ICD10,S02651A,"Fracture of angle of right mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02651B,"Fracture of angle of right mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02651D,"Fracture of angle of right mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02651G,"Fracture of angle of right mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02651K,"Fracture of angle of right mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02651S,"Fracture of angle of right mandible, sequela",1.0,,N,,
DIAG,ICD10,S02652,Fracture of angle of left mandible,0.0,,N,,
DIAG,ICD10,S02652A,"Fracture of angle of left mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02652B,"Fracture of angle of left mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02652D,"Fracture of angle of left mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02652G,"Fracture of angle of left mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02652K,"Fracture of angle of left mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02652S,"Fracture of angle of left mandible, sequela",1.0,,N,,
DIAG,ICD10,S0265XA,"Fracture of angle of mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0265XB,"Fracture of angle of mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0265XD,"Fracture of angle of mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0265XG,"Fracture of angle of mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0265XK,"Fracture of angle of mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0265XS,"Fracture of angle of mandible, sequela",1.0,,N,,
DIAG,ICD10,S0266,Fracture of symphysis of mandible,0.0,,N,,
DIAG,ICD10,S0266XA,"Fracture of symphysis of mandible, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S0266XB,"Fracture of symphysis of mandible, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S0266XD,"Fracture of symphysis of mandible, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S0266XG,"Fracture of symphysis of mandible, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S0266XK,"Fracture of symphysis of mandible, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S0266XS,"Fracture of symphysis of mandible, sequela",1.0,,N,,
DIAG,ICD10,S0267,Fracture of alveolus of mandible,0.0,,N,,
DIAG,ICD10,S02670,"Fracture of alveolus of mandible, unspecified side",0.0,,N,,
DIAG,ICD10,S02670A,"Fracture of alveolus of mandible, unspecified side, initial encounter for closed fracture",1.0,,N,,
DIAG,ICD10,S02670B,"Fracture of alveolus of mandible, unspecified side, initial encounter for open fracture",1.0,,N,,
DIAG,ICD10,S02670D,"Fracture of alveolus of mandible, unspecified side, subsequent encounter for fracture with routine healing",1.0,,N,,
DIAG,ICD10,S02670G,"Fracture of alveolus of mandible, unspecified side, subsequent encounter for fracture with delayed healing",1.0,,N,,
DIAG,ICD10,S02670K,"Fracture of alveolus of mandible, unspecified side, subsequent encounter for fracture with nonunion",1.0,,N,,
DIAG,ICD10,S02670S,"Fracture of alveolus of mandible, unspecified side, sequela",1.0,,N,,
DIAG,ICD10,S02671,Fracture of alveolus of right mandible,0.0,,N,,
