code_type,code_version,codes,Description,bill_type,cancer_type,cancer,net,newly_identified
DIAG,ICD9,01325,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01326,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0133,Tuberculous abscess of brain,0.0,,N,,
DIAG,ICD9,01330,"Tuberculous abscess of brain, unspecified",1.0,,N,,
DIAG,ICD9,01331,"Tuberculous abscess of brain, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01332,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01333,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01334,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01335,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01336,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0134,Tuberculoma of spinal cord,0.0,,N,,
DIAG,ICD9,01340,"Tuberculoma of spinal cord, unspecified",1.0,,N,,
DIAG,ICD9,01341,"Tuberculoma of spinal cord, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01342,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01343,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01344,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01345,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01346,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0135,Tuberculous abscess of spinal cord,0.0,,N,,
DIAG,ICD9,01350,"Tuberculous abscess of spinal cord, unspecified",1.0,,N,,
DIAG,ICD9,01351,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01352,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01353,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01354,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01355,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01356,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0136,Tuberculous encephalitis or myelitis,0.0,,N,,
DIAG,ICD9,01360,"Tuberculous encephalitis or myelitis, unspecified",1.0,,N,,
DIAG,ICD9,01361,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01362,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01363,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01364,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01365,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01366,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0138,Other specified tuberculosis of central nervous system,0.0,,N,,
DIAG,ICD9,01380,"Other specified tuberculosis of central nervous system, unspecified",1.0,,N,,
DIAG,ICD9,01381,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01382,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01383,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01384,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01385,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01386,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0139,Unspecified tuberculosis of central nervous system,0.0,,N,,
DIAG,ICD9,01390,"Unspecified tuberculosis of central nervous system, unspecified",1.0,,N,,
DIAG,ICD9,01391,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01392,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01393,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01394,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01395,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01396,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,014,Tuberculosis of intestines peritoneum and mesenteric glands,0.0,,N,,
DIAG,ICD9,0140,Tuberculous peritonitis,0.0,,N,,
DIAG,ICD9,01400,"Tuberculous peritonitis, unspecified",1.0,,N,,
DIAG,ICD9,01401,"Tuberculous peritonitis, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01402,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01403,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01404,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01405,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01406,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0148,Other tuberculosis of intestines peritoneum and mesenteric glands,0.0,,N,,
DIAG,ICD9,01480,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified",1.0,,N,,
DIAG,ICD9,01481,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01482,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01483,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01484,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01485,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01486,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,015,Tuberculosis of bones and joints,0.0,,N,,
DIAG,ICD9,0150,Tuberculosis of vertebral column,0.0,,N,,
DIAG,ICD9,01500,"Tuberculosis of vertebral column, unspecified",1.0,,N,,
DIAG,ICD9,01501,"Tuberculosis of vertebral column, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01502,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01503,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01504,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01505,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01506,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0151,Tuberculosis of hip,0.0,,N,,
DIAG,ICD9,01510,"Tuberculosis of hip, unspecified",1.0,,N,,
DIAG,ICD9,01511,"Tuberculosis of hip, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01512,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01513,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01514,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01515,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01516,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0152,Tuberculosis of knee,0.0,,N,,
DIAG,ICD9,01520,"Tuberculosis of knee, unspecified",1.0,,N,,
DIAG,ICD9,01521,"Tuberculosis of knee, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01522,"Tuberculosis of knee, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01523,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01524,"Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01525,"Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01526,"Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0155,Tuberculosis of limb bones,0.0,,N,,
DIAG,ICD9,01550,"Tuberculosis of limb bones, unspecified",1.0,,N,,
DIAG,ICD9,01551,"Tuberculosis of limb bones, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01552,"Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01553,"Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01554,"Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01555,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01556,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0156,Tuberculosis of mastoid,0.0,,N,,
DIAG,ICD9,01560,"Tuberculosis of mastoid, unspecified",1.0,,N,,
DIAG,ICD9,01561,"Tuberculosis of mastoid, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01562,"Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01563,"Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01564,"Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01565,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01566,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0157,Tuberculosis of other specified bone,0.0,,N,,
DIAG,ICD9,01570,"Tuberculosis of other specified bone, unspecified",1.0,,N,,
DIAG,ICD9,01571,"Tuberculosis of other specified bone, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01572,"Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01573,"Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01574,"Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01575,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01576,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0158,Tuberculosis of other specified joint,0.0,,N,,
DIAG,ICD9,01580,"Tuberculosis of other specified joint, unspecified",1.0,,N,,
DIAG,ICD9,01581,"Tuberculosis of other specified joint, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01582,"Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01583,"Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01584,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01585,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01586,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,0159,Tuberculosis of unspecified bones and joints,0.0,,N,,
DIAG,ICD9,01590,"Tuberculosis of unspecified bones and joints, unspecified",1.0,,N,,
DIAG,ICD9,01591,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01592,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01593,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01594,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01595,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01596,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
DIAG,ICD9,016,Tuberculosis of genitourinary system,0.0,,N,,
DIAG,ICD9,0160,Tuberculosis of kidney,0.0,,N,,
DIAG,ICD9,01600,"Tuberculosis of kidney, unspecified",1.0,,N,,
DIAG,ICD9,01601,"Tuberculosis of kidney, bacteriological or histological examination not done",1.0,,N,,
DIAG,ICD9,01602,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)",1.0,,N,,
DIAG,ICD9,01603,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy",1.0,,N,,
DIAG,ICD9,01604,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1.0,,N,,
DIAG,ICD9,01605,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1.0,,N,,
DIAG,ICD9,01606,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1.0,,N,,
